"","connectedness_level","tot_tags","tot_comments","tot_reactions","totcommon_sharedInterests","sharedBeliefs-religion","sharedBeliefs-causes_you_care_about","sharedBeliefs-cultural_background","sharedBeliefs-politics","sharedActivities-activism","sharedActivities-business","sharedActivities-event_attendance","sharedActivities-going_out","sharedActivities-sports_outdoor","sharedActivities-work_study","sameInstitution-coworker","sameInstitution-same_other_institution","sameInstitution-same_school","sameInstitution-same_university","commonPlace-live_same_city","commonPlace-live_together","commonPlace-same_hometown","is_male","friend_same_gender"
"229",6,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,FALSE,TRUE
"230",1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,FALSE,TRUE
"231",2,0,0,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"232",1,0,0,14,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE
"233",1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,FALSE,TRUE
"234",7,3,0,0,6,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,FALSE,TRUE
"235",2,0,0,8,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,FALSE,TRUE
"236",4,4,2,21,5,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,FALSE,FALSE
"237",1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,TRUE
"238",2,0,0,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,FALSE,TRUE
"239",4,0,0,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,TRUE
"240",2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,FALSE,TRUE
"241",2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,TRUE
"242",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,TRUE
"243",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,FALSE
"244",3,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,FALSE
"245",1,2,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,TRUE,TRUE
"246",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"247",2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,FALSE
"248",1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE
"249",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,TRUE
"250",4,5,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,FALSE
"251",4,1,1,19,3,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,FALSE,TRUE
"252",2,0,0,1,3,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,FALSE,FALSE
"253",2,0,10,39,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"254",2,0,2,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"255",2,0,4,25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"256",2,0,0,7,6,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"257",3,2,1,5,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,FALSE,TRUE
"258",6,2,5,13,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,FALSE,TRUE
"259",3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"260",2,0,0,9,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,FALSE,TRUE
"261",2,0,3,22,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,FALSE,TRUE
"262",2,0,4,22,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,FALSE,TRUE
"263",2,0,3,42,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,FALSE,TRUE
"264",2,0,4,42,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,FALSE,TRUE
"265",3,0,14,28,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,FALSE,TRUE
"266",3,0,14,78,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,FALSE,TRUE
"267",3,0,6,28,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,FALSE,TRUE
"268",3,0,6,78,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,FALSE,TRUE
"269",3,0,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"270",3,0,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"271",3,0,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"272",3,0,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"273",2,1,19,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,TRUE
"274",2,1,13,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,TRUE
"275",2,1,13,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,TRUE
"276",2,1,19,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,TRUE
"277",1,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"278",1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"279",1,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"280",1,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"281",3,1,1,91,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"282",3,1,4,91,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"283",3,1,4,28,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"284",3,1,1,28,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"285",1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,FALSE,TRUE
"286",1,0,1,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,FALSE,TRUE
"287",2,0,2,8,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,FALSE,TRUE
"288",2,0,2,18,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,FALSE,TRUE
"289",1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE
"290",1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE
"291",1,1,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,TRUE
"292",1,1,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,TRUE
"293",1,1,13,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,TRUE
"294",1,1,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,TRUE
"295",1,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"296",1,0,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"297",1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE
"298",1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE
"299",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,TRUE
"300",1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,TRUE
"301",1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE
"302",1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE
"303",2,0,14,62,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,FALSE,TRUE
"304",2,0,10,27,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,FALSE,TRUE
"305",2,0,14,27,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,FALSE,TRUE
"306",2,0,10,62,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,FALSE,TRUE
"307",3,0,10,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"308",3,0,15,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"309",3,0,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"310",3,0,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"311",1,0,0,6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"312",1,0,0,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"313",1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"314",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"315",1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,FALSE,TRUE
"316",1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,FALSE,TRUE
"317",5,0,0,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"318",2,0,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,TRUE
"319",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"320",2,0,6,43,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE
"321",1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"322",2,4,0,7,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,FALSE,TRUE
"323",1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,TRUE
"324",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"325",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"326",1,0,1,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,TRUE
"327",3,0,1,11,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"328",7,11,78,364,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"329",2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"330",2,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"331",4,0,2,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"332",2,0,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"333",4,1,3,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"334",4,1,0,15,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"335",3,0,1,21,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"336",3,1,5,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,TRUE
"337",4,0,6,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"338",3,0,1,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"339",7,0,0,119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"340",6,1,31,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"341",3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"342",7,7,27,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"343",5,0,5,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"344",4,0,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"345",2,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,TRUE
"346",4,0,5,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"347",5,0,2,5,3,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,FALSE,TRUE
"348",2,0,0,13,2,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,FALSE,FALSE
"349",2,0,3,3,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,FALSE,TRUE
"350",2,0,14,80,3,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,FALSE,TRUE
"351",1,0,0,28,5,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,FALSE,TRUE
"352",2,0,1,7,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,FALSE,FALSE
"353",2,0,6,26,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,FALSE,TRUE
"354",1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"355",2,0,0,15,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,FALSE,TRUE
"356",2,0,0,10,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,FALSE,TRUE
"357",3,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,TRUE,FALSE
"358",5,2,6,25,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,TRUE,TRUE
"359",3,0,5,23,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,TRUE,FALSE
"360",3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,TRUE
"361",3,0,2,30,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
"362",4,2,17,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE,FALSE
"363",3,2,3,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
"364",3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,TRUE,TRUE
"365",6,0,6,14,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,TRUE,TRUE
"366",4,0,2,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE
"367",3,0,3,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"368",2,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"369",2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"370",2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"371",2,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,TRUE
"372",3,0,7,35,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE
"373",6,3,46,69,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,FALSE,TRUE
"374",2,0,0,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"375",2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,FALSE,TRUE
"376",2,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,FALSE,TRUE
"377",2,3,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"378",7,4,3,26,10,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,FALSE,TRUE
"379",2,0,0,33,2,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,FALSE,TRUE
"380",3,4,2,7,9,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,FALSE,FALSE
"381",2,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"382",2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"383",6,1,0,6,12,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,FALSE,TRUE
"384",3,2,12,76,9,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,FALSE,TRUE
"385",2,0,12,5,4,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"386",2,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,TRUE
"387",7,0,21,44,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"388",4,0,13,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,FALSE,FALSE
"389",7,4,0,1,6,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,FALSE
"390",4,0,7,34,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,FALSE,FALSE
"391",2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,FALSE,TRUE
"392",5,0,13,6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,FALSE,FALSE
"393",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,FALSE,TRUE
"394",5,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"395",1,0,1,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"396",1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"397",4,0,7,55,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,FALSE
"398",2,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,TRUE
"399",5,0,1,7,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
"400",1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"401",3,0,0,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
"402",1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
"403",1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,TRUE,FALSE
"404",1,0,0,26,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,FALSE
"405",5,0,5,25,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,TRUE
"406",5,2,10,16,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,TRUE
"407",2,0,6,7,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,FALSE,TRUE
"408",2,1,0,2,5,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,FALSE,TRUE
"409",5,2,1,8,11,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,FALSE,TRUE
"410",2,0,0,2,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,FALSE,TRUE
"411",7,1,0,9,11,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,FALSE,TRUE
"412",2,0,3,6,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,FALSE,TRUE
"413",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,FALSE,FALSE
"414",1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,FALSE,TRUE
"415",1,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,FALSE,TRUE
"416",1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,FALSE,TRUE
"417",3,0,2,2,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,TRUE,TRUE
"418",4,0,5,6,3,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,TRUE,TRUE
"419",5,1,2,2,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,TRUE,TRUE
"420",7,8,4,11,7,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,TRUE,FALSE
"421",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
"422",1,0,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"423",1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
"424",1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"425",1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,TRUE,TRUE
"426",1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"427",5,0,1,6,5,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,FALSE,TRUE
"428",5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,TRUE
"429",3,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,FALSE,FALSE
"430",5,0,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,TRUE
"431",5,0,4,6,3,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,FALSE,TRUE
"432",7,0,2,2,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"433",6,0,1,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,FALSE,TRUE
"434",3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,FALSE,TRUE
"435",3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"436",2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,TRUE
"437",1,0,2,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,TRUE
"438",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,TRUE
"439",1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE
"440",1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE
"441",1,2,16,17,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"442",1,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"443",1,0,5,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,TRUE
"444",1,1,31,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,TRUE
"445",1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"446",1,0,1,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,FALSE,TRUE
"447",1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"448",4,0,2,28,6,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,FALSE,TRUE
"449",1,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,FALSE,TRUE
"450",1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,FALSE,TRUE
"451",1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,FALSE,FALSE
"452",2,0,0,4,3,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,FALSE,TRUE
"453",1,0,1,24,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,FALSE,FALSE
"454",1,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"455",1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE
"456",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,FALSE,FALSE
"457",7,2,17,22,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,FALSE,TRUE
"458",2,1,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE
"459",4,8,7,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"460",7,4,1,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,FALSE,FALSE
"461",1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"462",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"463",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"464",1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"465",1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"466",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"467",2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
"468",6,20,41,51,5,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,FALSE,FALSE
"469",3,0,4,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,FALSE,FALSE
